"barcode","speciesFolderId","imageCount","verbatimFamily","verbatimSpecies","verbatimAuthorSpecimen","verbatimGenus","verbatimRank2","verbatimSpecies2","verbatimAuthor2","verbatimRank3","verbatimSpecies3","verbatimAuthor3","countryId","verbatimCountry","stateProvinceTerritory","municipality","verbatimLocality","latLongUnitId","isGPS","latitudeDeg","latitudeMin","latitudeSec","latitudeHem","longitudeDeg","longitudeMin","longitudeSec","longitudeHem","longitudeHemDecimalMinutes","latitudeHemDecimalMinutes","longitudeDecimalDegrees","latitudeDecimalDegrees","latitudeDegreesDecMins","latitudeMinutesDecMins","longitudeDegreesDecMins","longitudeMinutesDecMins","verbatimLatitude","verbatimLongitude","gridRef","altitudeUnitId","altitude","altitudeMax","altitudeMin","verbatimAltitude","collectorId1","collectorId2","collectorId3","collectorId4","collectorId5","verbatimCollector1","verbatimCollector2","verbatimCollector3","verbatimCollector4","verbatimCollector5","collectorNumber","collectionDD","collectionMM","collectionYYYY","collectionDD2","collectionMM2","collectionYYYY2","verbatimCollectionDate","speciesHomonymFlag","cultivated","multiSpecimenNoBarcode","multiSpecimen","additionalBarcode","obscured","restrictions","testData","isSpecimenAType","specimenIsPhoto","specimenIsIllustration","specimenIsCapsule","isNonRomanScript","MSBSerialNumber","LCDNumber","DNABankNumber","specimenNotes","capturerId","captureStationId","captureTimeStamp","captureNotes","transcriberId","transcriptionTimeStamp","imageStateId","transcriptionStateId","kewImageQAUserId","maxImageQAUserId","kewTranscriptionQAUserId","kewImageQATimeStamp","maxImageQATimeStamp","kewTranscriptionQATimeStamp","currentlyBeingEditedby","cultName","cultMM","cultMM2","cultDD","cultDD2","cultYYYY","cultYYYY2","cultCountry","cultVerbatimLocality","cultVerbatimDate","collectorIdCultivated","cultVerbCollectName","cultCollectNum","cultInstitution","cultVerbInstName","requiresRemounting","isDamaged","requiresReview","imagedByMax","singleViewedBy","url","lastSpecimenState","lastModified","deliveredOnDate","boxId","speciesId","family","genus","species","collector","AI_ERROR","AI_verbatim","AI_barcode","AI_collector","AI_collectorNumber","AI_collector1","AI_collector2","AI_collector3","AI_collector4","AI_collectionDate","AI_collectionYYYY","AI_collectionMM","AI_collectionDD","AI_family","AI_genus","AI_species","AI_taxon_name","AI_altitude","AI_altitudeUnit","AI_country","AI_stateProvinceTerritory","AI_location","AI_latitude","AI_longitude","AI_language","AI_specimenNotesSpanish","AI_specimenNotesEnglish","collectionNumber","AI_collectoinNumber"
"V0233926F","757","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Iquitos","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"100","about 100 meters","173818","0","0","0","0",,"A. C. Smith",,,,"27023","3","8","1929","11","8","1929",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 12:24:12","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/772/489/V0233926F.jpg","0","2024-07-29 04:51:15","1000-01-01 00:00:00","0","1127826",,"Psychotria","acuminata",,"OK","607512
HERBARIUM
FIELD MUSEUM
Psychotria acuminata Benth. (fide Stey.)
EXPLORATION IN PERU
Psychotria acuminata Benth.
Shrub 6-8 ft, corolla pale yellowish
Dept. Loreto: Iquitos. alt. about 100 meters, woods
E. I. 255 E. H. 2903
Collected under the auspices of the Smithsonian Institution","607512","E. I. 255 E. H. 2903","none","none","none","none","none","April 3, 1909","1909","4","3","none","Psychotria","acuminata","Psychotria acuminata","about 100 meters","meters","Peru","Loreto","Iquitos","none","none","Spanish","Shrub 6-8 ft, corolla pale yellowish","Shrub 6-8 ft, corolla pale yellowish",,
"V0200055F","756","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Río Mazán","0","0",,,,,,,,,,,,,,,,,,,,"1","0","125","100",,"0","0","0","0","0","Jose M. Schunke",,,,,"171","4","2","1935",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 12:08:27","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/659/327/V0200055F.jpg","0","2024-07-30 16:45:24","1000-01-01 00:00:00","0","690951",,"Psittacanthus","calcaratus",,"OK","Psittacanthus discolifolius Eichler
Det. Job Kuijt March 2004
957656
HERBARIUM FIELD MUSEUM L1201
PLANTS OF PERU
Psittacanthus acinarius A.C. Sm.
""Suelda con suelda."" Epiphyte; fls. red. Ayatipishca; river bank. Dept. Loreto: Río Mazán; alt. 100-125 meters.
Dec. 4, 1935
No. 171 JOSE M. SCHUNKE, Collector","957656","none","none","Jose M. Schunke","none","none","none","Dec. 4, 1935","1935","12","4","none","Psittacanthus","discolifolius","Psittacanthus discolifolius Eichler","100-125","meters","Peru","Loreto","Ayatipishca; river bank. Dept. Loreto: Río Mazán","none","none","Spanish","""Suelda con suelda."" Epiphyte; fls. red. Ayatipishca; river bank. Dept. Loreto: Río Mazán; alt. 100-125 meters.","""Firm with firm."" Epiphyte; flowers red. Ayatipishca; river bank. Dept. Loreto: Mazán River; alt. 100-125 meters.",,
"V0121018F","755","1","0","0","0","0","0","0","0","0","0","0","219",,"Cajamarca",,"San Ignacio Province; Distrito Namballe: La Vega del Toro-Margen Derecha del Río Canchis, Límite Fronterizo con El Ecuador.","1","0","04","59","00","S","79","06","00","W",,,,,,,,,,,,"1","0","850","750",,"0","79009","0","0","0","José Campos",,"Juan Pezantes",,,"3210","20","12","1996",,,,"20 Diciembre 1996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-05-31 06:38:56","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/532/447/V0121018F.jpg","0","2024-06-05 09:56:19","1000-01-01 00:00:00","0","770308","MYRTACEAE","Psidium","acutangulum",,"OK","PERU
MYRTACEAE
Psidium acutangulum DC.
Det. L.R. Landrum (ASU), 2001
Cajamarca: San Ignacio Province.
Distrito Namballe: La Vega del Toro-Margen Derecha del Río Canchis,
Límite Fronterizo con El Ecuador.
Bosque primario.
04°50'40""S 79°06'00""W
750-850 m
Arbol 10 m de alto; flor blanca; fruta verde, de maduro el fruto es amarilla.
N.V. ""Guayaba Seda"". USOS: Fruto comible, sabor ácido.
20 Diciembre 1996
José Campos,
Pacífico Díaz y Juan Pezantes 3210
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)","2236662","José Campos, Pacífico Díaz y Juan Pezantes","3210","José Campos","Pacífico Díaz","Juan Pezantes","none","20 Diciembre 1996","1996","12","20","MYRTACEAE","Psidium","acutangulum","Psidium acutangulum DC.","750-850","m","Peru","Cajamarca","Distrito Namballe: La Vega del Toro-Margen Derecha del Río Canchis, Límite Fronterizo con El Ecuador.","04°50'40""S","79°06'00""W","spanish","Arbol 10 m de alto; flor blanca; fruta verde, de maduro el fruto es amarilla.
N.V. ""Guayaba Seda"". USOS: Fruto comible, sabor ácido.","Tree 10 m high; white flower; green fruit, when ripe the fruit is yellow.
C.N. ""Silk Guava"". USES: Edible fruit, sour taste.",,
"V0205942F","754","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Provincia: Maynas; Distrito: Iquitos; Río Nanay, cerca a Santa Clara.","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"233879","0","0","0","0",,,,,,"1160","19","8","1976",,,,"19 de Agosto 1976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 07:56:34","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/724/883/V0205942F.jpg","0","2024-07-27 10:09:19","1000-01-01 00:00:00","0","51253","Annonaceae","Pseudoxandra","lucida",,"OK","Revision of Pseudoxandra (Annonaceae)
Pseudoxandra lucida R.E. Fries
det: P.J.M. Maas Utrecht, 2001
ANNONACEAE PERU Loreto
Pseudoxandra polyphleba (Diels) R.E Fries
Pseudoxandra lucida R.E. Fries, 1934
Provincial Maynas; Distrito: Iquitos; Rio Nanay, cerca a Santa Clara.
Árbol de tahuarma, 6 m., yemas blancas verdosas.
Juan Revilla 1160 19 de Agosto 1976
MISSOURI BOTANICAL GARDEN HERBARIUM
Nº 2036771
FIELD MUSEUM OF NATURAL HISTORY","2036771","Juan Revilla","1160","Juan Revilla","none","none","none","19 de Agosto 1976","1976","8","19","Annonaceae","Pseudoxandra","lucida","Pseudoxandra lucida R.E. Fries","6 m","meters","Peru","Loreto","Provincial Maynas; Distrito: Iquitos; Rio Nanay, cerca a Santa Clara.","none","none","Spanish","Árbol de tahuarma, 6 m., yemas blancas verdosas.","Tahuarma tree, 6 m., greenish-white buds.",,
"V0226176F","753","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Mishuyacu, near Iquitos","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"100",,"35476","0","0","0","0",,,,,,"2563",,"2","1932",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 11:11:04","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/711/432/V0226176F.jpg","0","2024-07-29 04:31:36","1000-01-01 00:00:00","0","752855",,"Pseudolmedia","ferruginea",,"OK","905125 HERBARIUM FIELD MUSEUM The Field Museum copyright reserved  PLANTS OF PERU Pseudolmedia ferruginea (W.T.) Tree, 8 m; fls. white. Dept. Loreto: Mishuyacu, near Iquitos, alt. 110 meters; forest. No: 2653 Collector: G. Klug February, 1932","905125","G. Klug","2653","G. Klug","none","none","none","February, 1932","1932","2","none","none","Pseudolmedia","ferruginea","Pseudolmedia ferruginea","110","meters","Peru","Loreto","Mishuyacu, near Iquitos","none","none","Spanish","Tree, 8 m; fls. white. Dept. Loreto: Mishuyacu, near Iquitos, alt. 110 meters; forest.","Tree, 8 m; flowers white. Dept. Loreto: Mishuyacu, near Iquitos, alt. 110 meters; forest.",,
"V0274148F","752","1","0","0","0","0","0","0","0","0","0","0","219",,"Madre de Dios",,"Cocha Cashu Biological Station, Manu National Park.","1","0","11","52",,"S","71","22",,"W",,,,,,,,,,,,"1","0",,"400","ca. 400 m.","328768","0","0","0","0",,,,,,"43678","19","8","1983",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-28 10:29:40","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/938/388/V0274148F.jpg","0","2024-07-29 07:38:00","1000-01-01 00:00:00","0","1163119","SAPINDACEAE","Pseudima","frutescens",,"OK","(Al Gentry 43678) SAPINDACEAE Pseudima frutescens (Aubl.) Radlk. Det. A. Gentry 1984 MISSOURI BOTANICAL GARDEN HERBARIUM (MO) PERU SAPINDACEAE Talisia Dept. Madre de Dios. Cocha Cashu Biological Station. alt. ca. 400 m. Manu National Park. Tropical moist forest on alluvial flood plain. 71°22'W, 11°52'S. Tree plot. Tree #582, 14.7 cm dbh sterile. Al Gentry 43678 19 Aug. 1983 MISSOURI BOTANICAL GARDEN HERBARIUM (MO) Nº 2070185 FIELD MUSEUM OF NATURAL HISTORY","2070185","Al Gentry","43678","Al Gentry","none","none","none","19 Aug. 1983","1983","8","19","SAPINDACEAE","Pseudima","frutescens","Pseudima frutescens (Aubl.) Radlk.","400","m","PERU","Madre de Dios","Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain.","-11.8667","-71.3667","Spanish","Tree #582, 14.7 cm dbh sterile.","Tree #582, 14.7 cm dbh sterile.",,
"V0242130F","751","1","0","0","0","0","0","0","0","0","0","0","219","Peruana","Cajamarca",,"Procedencia: Andaloy (San Benito-Yetón); Prov.: Contumazá","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"1600",,"338011","315846","0","0","0",,,,,,"12514","27","3","1985",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 07:06:06","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/748/947/V0242130F.jpg","0","2024-07-31 00:54:33","1000-01-01 00:00:00","0","0","Malvaceae","[Pseudabutilon]","[nigrapunctulatum]",,"OK","MALVACEAE
UNIVERSIDAD NACIONAL DE TRUJILLO
HERBARIUM TRUJILLENSE (HUT)
FLORA PERUANA

Bastardiastrum luisguinchuriensis (Ulbr.) E. E. Fr.
Det. por: Hernán 1987

N Vular
Hábitat: Sufrútice apoyante con flores blancas.
Procedencia: Fundo Cruz Pampa
Prov.: La Convención
Depto.: Cusco

Habitat: Laderas
Altitud: 1600 m
27-03-1985
Leg.: A. Sagástegui A.
Nº.: 12514

Nº 1960499
FIELD MUSEUM OF NATURAL HISTORY
Herissantia
det. P. Fryxell, 1987","1960499","A. Sagástegui A.","12514","A. Sagástegui A.","none","none","none","1985-03-27","1985","3","27","Malvaceae","Bastardiastrum","luisguinchuriensis","Bastardiastrum luisguinchuriensis (Ulbr.) E. E. Fr.","1600","m","none","Cusco","La Convención, Fundo Cruz Pampa","none","none","Spanish","Sufrútice apoyante con flores blancas.","Shrubby supporter with white flowers.",,
"V0317841F","750","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Quebrada Shanuce above Yurimaguas","0","0",,,,,,,,,,,,,,,,,,,,"0","0",,,,"100972","0","0","0","0",,,,,,"18017","11","7","1972",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 09:31:35","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/1546/367/V0317841F.jpg","0","2024-07-30 09:03:29","1000-01-01 00:00:00","0","331997","BURSERACEAE","Protium","puncticulatum",,"OK","PLANTS OF PERU
Department of Loreto
Family: BURSERACEAE
Protium puncticulatum Macbr.
Quebrada Shanuce above Yurimaguas
Tree, 10 m.; fruits green, immature
Thomas C. Croat 18017
Date: July 11, 1972
Distributed by the Missouri Botanical Garden Herbarium (MO)
1760054
FIELD MUSEUM OF NATURAL HISTORY","1760054","Thomas C. Croat","18017","none","none","none","none","July 11, 1972","1972","7","11","BURSERACEAE","Protium","puncticulatum","Protium puncticulatum","none","none","Peru","Department of Loreto","Quebrada Shanuce above Yurimaguas","none","none","Spanish","Tree, 10 m.; fruits green, immature","Tree, 10 m.; fruits green, immature",,
"V0288293F","749","1","0","0","0","0","0","0","0","0","0","0","219",,,,"Departamento Cuzco.; Provincia La Convencion; valley of Rio Vilcanota, near Quillabamba","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"1010",,"334257","0","0","0","0",,,,,,"8026","9","5","1936",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 05:15:03","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/922/374/V0288293F.jpg","0","2024-07-30 07:32:53","1000-01-01 00:00:00","0","570834","Leguminosae","Prosopis","juliflora",,"OK","Prosopis chilensis (Molica) Stuntz
R. Palacio 1972
1040975
Herbarium Field Museum
PLANTS OF SOUTH AMERICA
Peru
Ynes Mexia No. 8026 May 9, 1936
Prosopis juliflora (Sw.) DC. det. Killip
Departamento Cuzco.
Provincia La Convención: valley of Río Vilcanota, near Uilhamba; dry valley land. Alt. 1010 m.
Umbrella-shaped tree to 10 m. high; bark brownish gray; flowers cream color. Foliage and pods fed to cattle; wood used in buildings. Common. “Algarrobo.”","1040975","Ynes Mexia","8026","none","none","none","none","May 9, 1936","1936","5","9","Leguminosae","Prosopis","juliflora","Prosopis juliflora (Sw.) DC.","1010","m","Peru","Departamento Cuzco","Provincia La Convención: valley of Río Vilcanota, near Uilhamba; dry valley land","none","none","Spanish","Árbol de forma de paraguas de hasta 10 m de altura; corteza de color gris parduzco; flores de color crema. El follaje y las vainas se utilizan como alimento para el ganado; la madera se utiliza en edificios. Común. “Algarrobo.”","Umbrella-shaped tree up to 10 m high; bark brownish gray; flowers cream colored. The foliage and pods are used as cattle feed; the wood is used in buildings. Common. 'Mesquite.'",,
"V0255879F","748","1","0","0","0","0","0","0","0","0","0","0","219",,"San Martín",,"Juan Jui, Alto Río Huallaga","0","0",,,,,,,,,,,,,,,,,,,,"1","0",,"400","about 400 meters","35476","0","0","0","0",,,,,,"3829",,"9","1934",,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-30 07:45:39","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/755/779/V0255879F.jpg","0","2024-07-31 01:18:54","1000-01-01 00:00:00","0","1151036",,"Prockia","septemnervia",,"OK","The Field Museum
766335
HERBARIUM FIELD MUSEUM
Field Museum of Natural History
Rev. H. Sleumer, Rijksherbarium (Leiden) 1976
PLANTS OF PERU
Ribes canescens Spl.
Shrub, 2-5 m; fls. golden yellow.
Department of San Martin; Juan Jui, Alto Rio Huallaga.
Altitude about 1400 meters.
Sept. 1914
No. 3889 G. Klug, collector","766335","G. Klug","3889","none","none","none","none","Sept. 1914","1914","9","none","none","Ribes","canescens","Ribes canescens","1400","meters","Peru","San Martin","Juan Jui, Alto Rio Huallaga","none","none","Spanish","Arbusto, 2-5 m; fls. amarillo dorado.
Departamento de San Martín; Juan Jui, Alto Río Huallaga.
Altitud unos 1400 metros.","Shrub, 2-5 m; flowers golden yellow.
Department of San Martín; Juan Jui, Alto Río Huallaga.
Altitude about 1400 meters.",,
"V0277417F","747","1","0","0","0","0","0","0","0","0","0","0","219",,"San Martin",,"Alto Rio Huallaga; Tarapoto","0","0",,,,,,,,,,,,,,,,,,,,"1","0","900","360",,"254044","0","0","0","0",,,,,,"6651","24","12","1929",,,,"12/24/1929","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-28 11:04:40","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/791/636/V0277417F.jpg","0","2024-07-30 07:03:50","1000-01-01 00:00:00","0","389559","Hippocrateaceae","Pristimera","andina",,"OK","BHCB Herbarium
Revision of Neotropical Hippocrateaceae
Sp. Pristimera andina Miers
Det. J. A. Lombardi
XII/1999
627123
HERBARIUM FIELD MUSEUM
PLANTS OF PERU
Expedition of L. Williams, M. Barkley, N. Pond
6651
Hippocratea/ Cricstriaevd [?] [illegible] [illegible]
DECEMBER, 1929
ALT. 260-1000 M.
ALTO KUALAGA
DEPT. SAN MARTÍN
F. No. 6651
Vine
PROPOTO
12/24/1929
Pristimera andina Miers 4/21
Det. A. M. W. Mennega
Utrecht IX 1981
","627123","Llewellyn Williams","6651","L. Williams","M. Barkley","N. Pond","none","12/24/1929","1929","12","24","Hippocrateaceae","Pristimera","andina","Pristimera andina Miers","260-1000","m","Peru","San Martín","Alto Huallaga","none","none","Spanish","Vine","Vine",,
"V0196909F","746","1","0","0","0","0","0","0","0","0","0","0","219",,"Ancash",,"Prov. Corongo, road Sihuas to Corongo/Mirador (on Río Santa), dry West to Southwest-facing slopes","0","0",,,,,,,,,,,,,,,,,"S 08° 38,731'","W 077° 53,231'",,"1","0",,"3065",,"262309","0","0","0","0",,"Ch. Schwarzer",,,,"8039","26","4","2004",,,,"26.04.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-27 06:10:31","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/636/773/V0196909F.jpg","0","2024-07-27 09:41:34","1000-01-01 00:00:00","0","686052","Loasaceae","Presliophytum","incanum",,"OK","Plants from Peru Presliophytum cf. incanum (Graham) Weigend Loasaceae Peru, Depto. Ancash, Prov. Corongo, road Sihuas to Corongo/Mirador (do Rio Santa), dry, west to southwest-facing slopes, S 08° 37' 83.1"", W 077° 53' 23.1"", 3605 m. Dry scrub community with Euphorbia weberbaueri. This species very locally in rock-overhangs and rock crevasses, low and more or less appressed to the ground. Collected 26.04.04 M. Weigend & Ch. Schwarzer 8039 Collected for the Institute of Biology – Systematic Botany and Phytogeography, Freie Universität Berlin in collaboration with the Universidad Nacional de San Agustín (UNSA) de Arequipa, the Universidad Nacional Mayor de San Marcos (UNMSM) and the Universidad Nacional Mayor de San Marcos Natural History) No 2284771 FIELD MUSEUM OF NATURAL HISTORY","2284771","M. Weigend & Ch. Schwarzer","8039","M. Weigend","Ch. Schwarzer","none","none","26.04.04","2004","4","26","Loasaceae","Presliophytum","incanum","Preslio","","","","","","","","","","",,
"V0325556F","745","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Prov. Alto Amazonas. Capahuari Sur (Campamento Petrolero).","1","0","02","51",,"S","76","20",,"W",,,,,,,,,,,,"1","0",,"200",,"85471","0","73928","0","0",,"D. Smith",,,,"3095","25","3","1982",,,,"25 marzo 1982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 09:44:35","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/262/006/V0325556F.jpg","0","2024-07-30 09:15:38","1000-01-01 00:00:00","0","1168818","SAPOTACEAE","Pouteria","torta",,"OK","PERU
SAPOTACEAE
Pouteria torta subsp. tuberculata (Sleumer) T.D. Penn.
det. T.D. Pennington (K), 2006
Dept. Loreto, Prov. Alto Amazonas
Capahuari Sur (Campamento Petrolero)
76°20'W 02°51'S. Alt. 200 m.
Bosque primario.
Arbol 20 m; latex blanco, frutos marron claro.
R. Vasquez,
D. Smith & N. Jaramillo 3095
25 marzo 1982
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
No. 2287757
FIELD MUSEUM OF NATURAL HISTORY","none","R. Vasquez, D. Smith & N. Jaramillo","3095","R. Vasquez","D. Smith","N. Jaramillo","none","25 marzo 1982","1982","3","25","SAPOTACEAE","Pouteria","torta","Pouteria torta subsp. tuberculata (Sleumer) T.D. Penn.","200","m.","PERU","Dept. Loreto, Prov. Alto Amazonas","Capahuari Sur (Campamento Petrolero)","-2.85156","-76.33333","Spanish","Bosque primario. Arbol 20 m; latex blanco, frutos marron claro.","Primary forest. Tree 20 m; white latex, light brown fruits.",,
"V0324621F","744","1","0","0","0","0","0","0","0","0","0","0","219",,"Loreto",,"Maynas; Carretera Iquitos-Nauta, Km 60.","1","0","04","10",,"S","73","30",,"W",,,,,,,,,,,,"1","0",,"150",,"0","0","0","0","0","Juan Ruíz",,,,,"1197","10","4","1988",,,,"10 abril 1988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 09:42:35","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/954/241/V0324621F.jpg","0","2024-07-30 09:14:33","1000-01-01 00:00:00","0","1168281","SAPOTACEAE","Pouteria","caimito",,"OK","(Juan Ruíz 1197)
SAPOTACEAE
Pouteria caimito (R. & P.) Radlk.
Det. T. Pennington (K), 1989
-MISSOURI BOTANICAL GARDEN HERBARIUM (MO)-
PERU
SAPOTACEAE
Pouteria
LORETO: Maynas
Carretera Iquitos-Nauta, Km 60.
Bosque primario no inundable.
73°30'W 04°10'S 150 m
Arbol, 18 m de alto. Flores escasas.
Látex blanco.
""Caimitillo""
10 abril 1988
Juan Ruíz 1197
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
N° 2054247
FIELD MUSEUM
OF
NATURAL HISTORY","2054247","Juan Ruíz","1197","Juan Ruíz","none","none","none","10 abril 1988","1988","4","10","SAPOTACEAE","Pouteria","caimito","Pouteria caimito (R. & P.) Radlk.","150","m","PERU","LORETO","Maynas, Carretera Iquitos-Nauta, Km 60. Bosque primario no inundable.","04°10'S","73°30'W","Spanish","Arbol, 18 m de alto. Flores escasas. Látex blanco. ""Caimitillo""","Tree, 18 m tall. Few flowers. White latex. ""Caimitillo.""",,
"V0324525F","743","1","0","0","0","0","0","0","0","0","0","0","219",,"Amazonas",,"Bagua Province; Kampaensa Bosque Primario.","1","0","04","55",,"S","78","19",,"W",,,,,,,,,,,,"1","0",,"320",,"304162","0","73928","0","0",,"E. Rodríguez",,"C. Mayan",,"20349","20","10","1995",,,,"20 Octubre de 1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","2021-10-05 12:32:09","0","40","2024-07-29 09:41:41","10","40","0","0","0","1000-01-01 00:00:00","1000-01-01 00:00:00","1000-01-01 00:00:00",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","http://fm-digital-assets.fieldmuseum.org/954/145/V0324525F.jpg","0","2024-07-30 09:13:42","1000-01-01 00:00:00","0","1168248","SAPOTACEAE","Pouteria","bangii",,"OK","PERU SAPOTACEAE Pouteria bangii (Rusby) T.D. Penn. Det. C. Diaz (MO), 2000 Amazonas: Bagua Province Kampanesa Bosque Primario. 04°55'S 78°19'W 320 m. Arbol 15 m. de alto, latex blanco, botones blancos. 20 Octubre de 1995 R.Vasquez, E.Rodriguez, N.Jaramillo, C.Mayan 20349 MISSOURI BOTANICAL GARDEN HERBARIUM (MO) N° 2236111 FIELD MUSEUM OF NATURAL HISTORY","none","R.Vasquez, E.Rodriguez, N.Jaramillo, C.Mayan","20349","R.Vasquez","E.Rodriguez","N.Jaramillo","C.Mayan","20 Octubre de 1995","1995","10","20","SAPOTACEAE","Pouteria","bangii","Pouteria bangii","320","m","PERU","Amazonas: Bagua Province","Kampanesa Bosque Primario","04°55'S","78°19'W","Spanish","Arbol 15 m. de alto, latex blanco, botones blancos.","Tree 15 m tall, white latex, white buds.",,
